r= 2 
Inference for Stan model: tensor2d_kron.
4 chains, each with iter=600; warmup=500; thin=1; 
U[145,1] -0.71    1.76 2.54 -3.61 -2.75 -1.62  1.00  3.93     2  5.83
U[145,2] -0.17    1.64 2.37 -3.82 -2.38  0.02  2.04  2.90     2  5.54
U[146,1] -0.48    1.37 2.00 -3.26 -2.08 -0.96  1.03  3.20     2  3.91
U[146,2] -0.11    1.28 1.88 -3.33 -1.81  0.26  1.40  2.87     2  3.49
U[147,1] -0.55    1.02 1.55 -2.80 -1.71 -0.99  0.58  2.68     2  2.60
U[147,2] -0.13    1.06 1.63 -2.73 -1.63 -0.01  1.28  2.38     2  2.51
U[148,1] -0.13    0.21 0.51 -1.05 -0.45 -0.19  0.19  0.85     6  1.21
U[148,2] -0.08    0.25 0.59 -1.30 -0.48 -0.04  0.32  0.99     6  1.20
U[149,1] -0.01    0.56 0.98 -1.90 -0.71  0.01  0.69  1.93     3  1.68
U[149,2] -0.03    0.51 0.93 -1.74 -0.68 -0.05  0.60  1.66     3  1.56
U[150,1] -0.69    0.69 1.15 -2.55 -1.53 -0.91  0.16  1.72     3  1.88
U[150,2] -0.32    0.85 1.32 -2.38 -1.39 -0.56  0.81  2.13     2  2.32
U[151,1]  0.03    0.27 0.60 -1.00 -0.40 -0.03  0.48  1.23     5  1.31
U[151,2]  0.02    0.30 0.61 -1.14 -0.39  0.04  0.42  1.25     4  1.32
U[152,1]  0.56    0.75 1.18 -1.89 -0.12  0.88  1.32  2.36     2  2.22
U[152,2]  0.21    0.84 1.28 -2.08 -0.88  0.29  1.32  2.19     2  2.53
U[153,1]  0.14    0.23 0.73 -1.18 -0.33  0.14  0.63  1.65    10  1.14
U[153,2]  0.02    0.18 0.71 -1.36 -0.42 -0.01  0.49  1.31    15  1.08
U[154,1]  0.26    0.62 1.04 -1.69 -0.54  0.41  1.02  2.07     3  1.75
U[154,2]  0.05    0.61 1.04 -1.70 -0.77 -0.05  0.82  2.01     3  1.75
U[155,1] -0.29    1.26 1.85 -2.88 -1.81 -0.81  1.27  3.01     2  3.56
U[155,2] -0.09    1.16 1.72 -3.16 -1.64  0.13  1.24  2.69     2  3.45
U[156,1]  0.47    0.50 0.86 -1.28 -0.08  0.54  1.09  1.97     3  1.68
U[156,2]  0.18    0.67 1.06 -1.76 -0.74  0.47  0.95  1.82     2  2.21
U[157,1]  0.43    0.46 0.86 -1.35 -0.21  0.55  1.07  1.81     3  1.50
U[157,2]  0.19    0.57 0.96 -1.86 -0.45  0.29  0.87  1.98     3  1.79
U[158,1] -0.08    0.44 0.82 -1.48 -0.71 -0.11  0.48  1.64     4  1.46
U[158,2]  0.12    0.37 0.78 -1.33 -0.46  0.12  0.60  1.86     4  1.32
U[159,1] -1.00    0.86 1.35 -2.99 -2.15 -1.23  0.24  1.48     2  2.37
U[159,2] -0.36    1.24 1.84 -2.89 -1.86 -0.88  1.15  3.20     2  3.36
U[160,1] -0.19    0.29 0.71 -1.44 -0.71 -0.20  0.29  1.34     6  1.20
U[160,2] -0.07    0.31 0.77 -1.52 -0.60 -0.06  0.46  1.44     6  1.18
U[161,1]  0.10    0.14 0.74 -1.44 -0.39  0.17  0.62  1.43    29  1.05
U[161,2]  0.07    0.29 0.72 -1.37 -0.43  0.08  0.58  1.45     6  1.19
U[162,1]  1.45    1.74 2.53 -3.52 -0.19  2.20  3.27  4.72     2  4.24
U[162,2]  0.49    2.06 2.98 -4.27 -2.56  0.58  3.29  4.17     2  4.94
U[163,1]  0.62    0.56 0.96 -1.20 -0.12  0.69  1.43  2.30     3  1.67
U[163,2]  0.31    0.86 1.35 -2.16 -0.79  0.64  1.29  2.57     2  2.18
U[164,1] -0.82    0.85 1.30 -2.68 -1.84 -1.14  0.08  1.82     2  2.41
U[164,2] -0.31    0.99 1.48 -2.45 -1.56 -0.71  1.03  2.31     2  3.03
U[165,1]  0.32    0.67 1.12 -2.08 -0.35  0.40  1.15  2.24     3  1.83
U[165,2]  0.15    0.58 1.01 -1.64 -0.64  0.13  0.93  1.89     3  1.68
U[166,1]  0.75    0.74 1.17 -1.63 -0.14  0.99  1.65  2.48     3  2.20
U[166,2]  0.32    1.00 1.51 -2.42 -1.05  0.60  1.70  2.51     2  2.84
U[167,1]  0.71    0.88 1.41 -2.09 -0.25  0.91  1.79  2.83     3  2.06
U[167,2]  0.26    1.03 1.58 -2.33 -1.20  0.41  1.60  2.87     2  2.51
U[168,1]  1.50    1.80 2.62 -3.67 -0.40  2.21  3.41  4.92     2  4.54
U[168,2]  0.50    2.15 3.10 -4.40 -2.63  0.78  3.37  4.34     2  5.43
U[169,1]  0.56    0.73 1.15 -1.73 -0.34  0.77  1.48  2.36     3  2.16
U[169,2]  0.22    0.82 1.28 -2.04 -0.88  0.44  1.25  2.30     2  2.20
U[170,1] -1.19    1.30 1.90 -3.67 -2.68 -1.72  0.27  2.71     2  3.68
U[170,2] -0.40    1.62 2.35 -3.40 -2.60 -1.01  2.01  3.46     2  4.33
U[171,1] -0.23    0.73 1.20 -2.27 -1.18 -0.34  0.73  2.07     3  1.85
U[171,2] -0.12    0.63 1.10 -2.17 -0.98 -0.01  0.65  1.93     3  1.74
U[172,1] -0.61    0.69 1.18 -2.60 -1.42 -0.77  0.16  1.77     3  1.79
U[172,2] -0.17    0.81 1.30 -2.29 -1.29 -0.25  0.90  2.27     3  2.06
U[173,1]  2.63    2.79 4.02 -4.88  0.14  3.80  5.92  7.43     2  6.10
U[173,2]  1.03    3.53 5.04 -6.97 -3.47  2.58  5.66  6.93     2  8.28
U[174,1] -0.65    0.86 1.35 -2.58 -1.65 -0.99  0.32  2.17     2  2.33
U[174,2] -0.23    0.97 1.47 -2.52 -1.51 -0.59  1.15  2.10     2  2.76
U[175,1]  1.75    2.64 3.80 -5.31 -0.36  3.06  4.75  5.88     2  6.38
U[175,2]  0.63    2.88 4.14 -5.13 -3.47  1.00  4.73  6.10     2  6.18
U[176,1] -0.24    0.26 0.75 -1.84 -0.66 -0.25  0.20  1.18     9  1.12
U[176,2] -0.09    0.31 0.77 -1.63 -0.57 -0.11  0.45  1.40     6  1.19
U[177,1]  0.98    1.21 1.81 -2.54 -0.24  1.50  2.35  3.36     2  3.00
U[177,2]  0.33    1.41 2.09 -3.24 -1.74  0.79  2.18  3.35     2  3.31
U[178,1] -0.14    0.31 0.76 -1.62 -0.64 -0.20  0.34  1.39     6  1.21
U[178,2] -0.07    0.41 0.85 -1.66 -0.66 -0.05  0.52  1.62     4  1.33
U[179,1]  1.00    0.97 1.50 -1.84 -0.18  1.22  2.23  3.35     2  2.40
U[179,2]  0.38    1.33 1.97 -3.23 -1.25  0.89  2.05  3.11     2  3.32
U[180,1]  0.12    0.38 0.78 -1.47 -0.37  0.17  0.66  1.46     4  1.35
U[180,2]  0.04    0.44 0.85 -1.57 -0.57  0.06  0.60  1.68     4  1.41
U[181,1] -0.79    1.03 1.60 -3.11 -1.99 -1.19  0.32  2.42     2  2.41
U[181,2] -0.26    1.19 1.79 -3.06 -1.85 -0.42  1.35  2.83     2  2.77
U[182,1] -2.47    2.72 3.93 -7.60 -5.34 -3.55 -0.08  4.96     2  5.59
U[182,2] -0.94    3.35 4.80 -6.36 -5.40 -2.50  3.27  6.66     2  7.02
U[183,1]  0.18    0.28 0.78 -1.31 -0.33  0.15  0.71  1.64     8  1.14
U[183,2]  0.07    0.40 0.90 -1.65 -0.54  0.05  0.71  1.88     5  1.28
U[184,1]  1.97    2.39 3.46 -4.44  0.22  2.97  4.53  6.38     2  5.31
U[184,2]  0.73    2.85 4.09 -5.73 -2.97  1.50  4.55  5.79     2  6.57
U[185,1]  0.23    0.26 0.78 -1.33 -0.28  0.24  0.73  1.70     9  1.14
U[185,2]  0.09    0.39 0.92 -1.69 -0.54  0.07  0.71  1.97     6  1.22
U[186,1] -1.66    2.06 3.00 -5.47 -3.68 -2.58  0.09  4.28     2  4.68
U[186,2] -0.57    2.41 3.47 -5.04 -3.78 -1.36  2.69  4.97     2  5.71
U[187,1] -1.08    1.57 2.29 -4.06 -2.73 -1.82  0.11  3.37     2  3.76
U[187,2] -0.39    1.75 2.56 -3.86 -2.83 -0.72  2.04  3.55     2  3.98
U[188,1]  0.25    0.30 0.81 -1.17 -0.40  0.23  0.82  1.83     7  1.16
U[188,2]  0.06    0.37 0.83 -1.57 -0.54  0.11  0.63  1.63     5  1.27
U[189,1]  0.87    0.95 1.50 -2.03 -0.05  1.18  1.95  3.23     2  2.17
U[189,2]  0.42    1.30 1.95 -3.05 -1.25  0.76  2.15  3.21     2  2.99
U[190,1] -0.19    0.07 0.71 -1.54 -0.64 -0.15  0.25  1.25    94  1.04
U[190,2] -0.03    0.08 0.73 -1.50 -0.54 -0.06  0.49  1.50    83  1.04
U[191,1]  1.06    1.36 2.03 -2.94 -0.34  1.68  2.50  3.91     2  2.98
U[191,2]  0.40    1.53 2.26 -3.31 -1.74  0.65  2.44  3.54     2  3.57
U[192,1]  0.87    1.03 1.61 -2.29 -0.12  1.18  1.94  3.25     2  2.28
U[192,2]  0.25    1.18 1.78 -2.82 -1.31  0.46  1.84  2.87     2  2.83
U[193,1] -1.64    1.90 2.77 -5.19 -3.60 -2.45 -0.01  3.83     2  4.21
U[193,2] -0.61    2.27 3.29 -4.90 -3.67 -1.38  2.46  4.84     2  4.81
U[194,1]  0.20    0.50 0.99 -1.67 -0.49  0.27  0.94  2.13     4  1.42
U[194,2]  0.01    0.50 0.95 -1.75 -0.70 -0.02  0.74  1.77     4  1.43
U[195,1] -0.32    0.49 0.95 -1.91 -0.96 -0.42  0.33  1.55     4  1.41
U[195,2] -0.12    0.55 1.02 -1.88 -0.96 -0.07  0.69  1.81     3  1.50
U[196,1]  0.29    0.30 0.82 -1.46 -0.19  0.32  0.83  1.82     7  1.18
U[196,2]  0.07    0.42 0.89 -1.72 -0.49  0.09  0.71  1.77     4  1.31
U[197,1]  0.33    0.45 0.92 -1.62 -0.26  0.42  1.00  2.04     4  1.34
U[197,2]  0.13    0.48 0.90 -1.42 -0.57  0.14  0.86  1.78     4  1.46
U[198,1]  0.56    0.65 1.12 -1.71 -0.19  0.68  1.37  2.37     3  1.67
U[198,2]  0.20    0.74 1.23 -2.20 -0.73  0.32  1.15  2.30     3  1.84
U[199,1]  0.53    0.61 1.08 -1.97 -0.05  0.61  1.29  2.43     3  1.61
U[199,2]  0.17    0.69 1.16 -1.83 -0.81  0.19  1.08  2.18     3  1.76
U[200,1] -0.06    0.04 0.69 -1.44 -0.48 -0.05  0.42  1.27   344  1.01
U[200,2]  0.04    0.05 0.77 -1.39 -0.51 -0.02  0.60  1.55   231  1.00
U[201,1] -0.38    0.49 0.96 -2.10 -1.04 -0.45  0.16  1.76     4  1.39
U[201,2] -0.10    0.65 1.11 -2.16 -0.95 -0.10  0.67  2.10     3  1.72
U[202,1]  0.04    0.08 0.64 -1.18 -0.40  0.04  0.49  1.22    65  1.05
U[202,2]  0.07    0.05 0.72 -1.35 -0.34  0.05  0.53  1.46   202  1.02
U[203,1]  0.16    0.16 0.68 -1.04 -0.32  0.10  0.58  1.55    18  1.07
U[203,2]  0.09    0.18 0.73 -1.25 -0.41  0.10  0.55  1.49    17  1.10
U[204,1] -0.90    1.05 1.65 -3.15 -2.09 -1.36  0.23  2.65     2  2.36
U[204,2] -0.23    1.18 1.80 -2.96 -1.83 -0.47  1.40  2.79     2  2.67
U[205,1] -0.18    0.19 0.80 -1.67 -0.73 -0.17  0.38  1.25    17  1.07
U[205,2] -0.12    0.18 0.80 -1.72 -0.65 -0.12  0.36  1.36    20  1.07
U[206,1] -0.04    0.07 0.71 -1.38 -0.54 -0.05  0.41  1.34   104  1.06
U[206,2]  0.06    0.07 0.75 -1.55 -0.44  0.07  0.51  1.48   133  1.03
U[207,1] -0.75    0.98 1.54 -3.18 -1.80 -1.08  0.33  2.52     2  2.18
U[207,2] -0.26    1.15 1.74 -2.90 -1.75 -0.57  1.22  2.71     2  2.75
U[208,1]  0.20    0.30 0.77 -1.27 -0.29  0.24  0.68  1.72     7  1.17
U[208,2]  0.13    0.40 0.89 -1.72 -0.43  0.10  0.74  1.88     5  1.28
U[209,1]  0.33    0.39 0.84 -1.35 -0.25  0.31  0.93  1.92     5  1.28
U[209,2]  0.04    0.53 1.03 -1.80 -0.76  0.07  0.77  1.91     4  1.43
U[210,1] -0.18    0.30 0.82 -1.86 -0.74 -0.18  0.35  1.40     7  1.17
U[210,2] -0.01    0.35 0.86 -1.56 -0.60 -0.05  0.50  1.79     6  1.21
U[211,1]  0.11    0.08 0.71 -1.12 -0.38  0.12  0.59  1.54    75  1.04
U[211,2] -0.07    0.06 0.82 -1.50 -0.65 -0.09  0.52  1.53   219  1.04
U[212,1] -0.33    0.37 0.82 -1.96 -0.91 -0.36  0.22  1.29     5  1.27
U[212,2] -0.15    0.41 0.93 -2.05 -0.76 -0.16  0.49  1.54     5  1.26
U[213,1]  0.17    0.08 0.70 -1.30 -0.24  0.20  0.60  1.46    68  1.04
U[213,2]  0.08    0.21 0.77 -1.52 -0.40  0.05  0.59  1.65    14  1.10
U[214,1]  0.26    0.40 0.90 -1.56 -0.34  0.30  0.85  1.88     5  1.25
U[214,2]  0.09    0.34 0.78 -1.36 -0.47  0.13  0.60  1.58     5  1.25
U[215,1] -0.18    0.25 0.77 -1.70 -0.68 -0.16  0.32  1.29     9  1.14
U[215,2] -0.08    0.34 0.85 -1.72 -0.66 -0.10  0.47  1.60     6  1.18
U[216,1]  0.47    0.68 1.14 -2.00 -0.26  0.67  1.25  2.21     3  1.81
U[216,2]  0.20    0.77 1.25 -2.16 -0.79  0.32  1.19  2.22     3  1.96
U[217,1] -0.46    0.58 1.04 -2.30 -1.15 -0.59  0.22  1.72     3  1.59
U[217,2] -0.19    0.66 1.14 -2.16 -1.11 -0.22  0.66  1.94     3  1.72
U[218,1] -0.12    0.17 0.74 -1.45 -0.65 -0.10  0.38  1.30    20  1.07
U[218,2] -0.06    0.32 0.87 -1.80 -0.66 -0.03  0.56  1.58     7  1.18
U[219,1]  0.10    0.05 0.68 -1.21 -0.36  0.08  0.49  1.51   188  1.03
U[219,2]  0.05    0.04 0.75 -1.36 -0.50  0.02  0.56  1.45   400  1.00
U[220,1] -0.66    0.89 1.45 -2.82 -1.71 -1.06  0.56  2.22     3  1.92
U[220,2] -0.22    1.11 1.67 -2.79 -1.67 -0.49  1.29  2.60     2  2.81
U[221,1] -0.36    0.49 0.97 -2.15 -1.01 -0.42  0.22  1.73     4  1.39
U[221,2] -0.14    0.63 1.12 -2.17 -1.01 -0.14  0.68  1.98     3  1.61
U[222,1] -0.15    0.09 0.70 -1.44 -0.67 -0.17  0.33  1.13    62  1.04
U[222,2] -0.04    0.08 0.81 -1.55 -0.62 -0.03  0.53  1.45    92  1.03
U[223,1]  0.00    0.04 0.67 -1.27 -0.49  0.08  0.46  1.27   326  0.99
U[223,2] -0.06    0.05 0.76 -1.65 -0.53  0.01  0.47  1.26   253  1.04
U[224,1] -0.15    0.20 0.78 -1.77 -0.64 -0.14  0.31  1.48    15  1.10
U[224,2] -0.09    0.31 0.80 -1.81 -0.59 -0.07  0.46  1.47     7  1.18
U[225,1] -0.11    0.05 0.71 -1.56 -0.62 -0.10  0.34  1.30   215  1.03
U[225,2] -0.08    0.07 0.71 -1.50 -0.53 -0.11  0.41  1.27   119  1.02
U[226,1]  0.05    0.04 0.70 -1.27 -0.41  0.01  0.51  1.39   265  0.99
U[226,2] -0.06    0.04 0.73 -1.41 -0.56 -0.09  0.40  1.34   287  1.00
U[227,1]  0.09    0.09 0.76 -1.28 -0.41  0.07  0.56  1.60    75  1.05
U[227,2]  0.07    0.22 0.74 -1.27 -0.46  0.07  0.55  1.76    11  1.10
U[228,1] -0.21    0.21 0.77 -1.73 -0.72 -0.24  0.35  1.30    14  1.10
U[228,2] -0.04    0.29 0.75 -1.52 -0.60  0.01  0.49  1.32     7  1.17
U[229,1]  0.02    0.04 0.73 -1.39 -0.45  0.00  0.53  1.49   333  1.01
U[229,2] -0.06    0.06 0.69 -1.24 -0.56 -0.09  0.47  1.29   158  1.01
U[230,1] -0.17    0.17 0.74 -1.54 -0.70 -0.20  0.31  1.30    19  1.09
U[230,2]  0.00    0.19 0.71 -1.35 -0.48 -0.02  0.49  1.32    15  1.07
U[231,1]  0.22    0.25 0.74 -1.23 -0.29  0.24  0.76  1.54     9  1.15
U[231,2]  0.02    0.30 0.80 -1.57 -0.52  0.06  0.51  1.64     7  1.15
U[232,1]  0.14    0.04 0.71 -1.30 -0.33  0.15  0.65  1.47   397  1.00
U[232,2] -0.02    0.04 0.67 -1.23 -0.44 -0.03  0.46  1.10   255  1.02
U[233,1] -0.17    0.05 0.75 -1.55 -0.68 -0.25  0.38  1.40   266  1.01
U[233,2]  0.00    0.06 0.76 -1.53 -0.52  0.00  0.55  1.43   183  1.03
U[234,1] -0.07    0.05 0.69 -1.44 -0.50 -0.09  0.36  1.30   171  1.02
U[234,2] -0.05    0.04 0.73 -1.48 -0.51 -0.04  0.40  1.35   316  1.01
U[235,1] -0.05    0.05 0.69 -1.39 -0.47 -0.07  0.40  1.27   223  1.05
U[235,2] -0.02    0.09 0.77 -1.66 -0.50  0.01  0.47  1.32    73  1.05
U[236,1] -0.14    0.06 0.77 -1.61 -0.63 -0.15  0.39  1.31   142  1.05
U[236,2] -0.02    0.05 0.69 -1.47 -0.41 -0.02  0.41  1.38   229  1.01
U[237,1] -0.11    0.05 0.72 -1.46 -0.58 -0.09  0.38  1.33   172  1.04
U[237,2] -0.03    0.06 0.73 -1.30 -0.57 -0.06  0.48  1.48   136  1.03
U[238,1] -0.13    0.04 0.74 -1.45 -0.63 -0.13  0.35  1.31   382  1.02
U[238,2] -0.01    0.05 0.73 -1.57 -0.47 -0.02  0.51  1.34   229  1.03
U[239,1]  0.09    0.05 0.70 -1.09 -0.38  0.04  0.59  1.45   166  1.04
U[239,2] -0.01    0.09 0.76 -1.32 -0.51 -0.03  0.53  1.50    70  1.05
U[240,1] -0.01    0.04 0.76 -1.44 -0.59  0.03  0.48  1.46   292  1.00
U[240,2]  0.00    0.04 0.68 -1.42 -0.42  0.03  0.44  1.36   331  1.00
U[241,1] -0.01    0.04 0.73 -1.48 -0.45  0.00  0.48  1.43   299  1.00
U[241,2]  0.13    0.04 0.77 -1.30 -0.48  0.14  0.70  1.64   331  1.00
U[242,1] -0.13    0.04 0.69 -1.39 -0.58 -0.16  0.31  1.27   287  1.01
U[242,2] -0.03    0.04 0.68 -1.35 -0.48 -0.05  0.44  1.27   296  1.01
U[243,1] -0.10    0.06 0.71 -1.51 -0.61 -0.05  0.38  1.23   152  1.03
U[243,2] -0.01    0.04 0.75 -1.43 -0.53  0.00  0.50  1.33   344  1.00
U[244,1]  0.00    0.04 0.76 -1.47 -0.53  0.05  0.52  1.32   365  1.00
U[244,2]  0.03    0.04 0.72 -1.55 -0.43  0.02  0.47  1.51   336  1.01
U[245,1]  0.03    0.04 0.67 -1.27 -0.37  0.02  0.40  1.45   347  1.00
U[245,2] -0.02    0.04 0.78 -1.37 -0.56 -0.08  0.56  1.49   308  1.01
U[246,1]  0.15    0.05 0.76 -1.25 -0.41  0.08  0.70  1.66   227  0.99
U[246,2]  0.03    0.04 0.68 -1.35 -0.41  0.02  0.43  1.45   320  1.00
U[247,1]  0.06    0.04 0.71 -1.28 -0.45  0.07  0.55  1.37   319  0.99
U[247,2]  0.01    0.05 0.69 -1.36 -0.49 -0.03  0.52  1.32   225  1.00
U[248,1]  0.08    0.04 0.73 -1.22 -0.45  0.09  0.57  1.40   357  1.00
U[248,2] -0.04    0.04 0.72 -1.37 -0.58 -0.03  0.45  1.33   367  1.00
U[249,1]  0.05    0.05 0.69 -1.28 -0.39  0.04  0.47  1.38   220  1.01
U[249,2] -0.08    0.05 0.77 -1.51 -0.61 -0.06  0.47  1.57   254  1.00
U[250,1]  0.05    0.04 0.73 -1.19 -0.47  0.02  0.47  1.55   369  1.00
U[250,2]  0.06    0.04 0.73 -1.41 -0.39  0.08  0.49  1.53   286  1.01
U[251,1]  0.06    0.04 0.74 -1.43 -0.38  0.05  0.54  1.46   294  1.00
U[251,2] -0.01    0.04 0.67 -1.36 -0.47 -0.05  0.46  1.27   350  1.00
U[252,1]  0.02    0.04 0.77 -1.39 -0.48 -0.05  0.49  1.66   303  1.01
U[252,2]  0.10    0.04 0.79 -1.35 -0.44  0.14  0.61  1.64   318  1.01
U[253,1]  0.07    0.05 0.72 -1.33 -0.44  0.02  0.59  1.41   172  1.00
U[253,2]  0.00    0.04 0.74 -1.44 -0.53 -0.05  0.44  1.46   306  1.00
U[254,1] -0.04    0.04 0.74 -1.49 -0.52 -0.09  0.45  1.48   400  1.01
U[254,2]  0.02    0.04 0.73 -1.29 -0.52  0.03  0.55  1.35   400  1.00
U[255,1]  0.01    0.04 0.73 -1.37 -0.52 -0.03  0.52  1.54   299  1.00
U[255,2] -0.06    0.04 0.67 -1.39 -0.54 -0.04  0.40  1.21   231  1.00
U[256,1]  0.04    0.04 0.69 -1.37 -0.44  0.04  0.54  1.33   308  1.00
U[256,2] -0.02    0.04 0.75 -1.61 -0.57  0.01  0.47  1.54   294  1.01
U[257,1] -0.01    0.04 0.65 -1.16 -0.43 -0.03  0.39  1.29   335  1.01
U[257,2] -0.02    0.04 0.74 -1.37 -0.53 -0.04  0.46  1.48   381  1.00
U[258,1]  0.01    0.04 0.71 -1.32 -0.48 -0.02  0.52  1.31   315  1.00
U[258,2] -0.02    0.04 0.72 -1.55 -0.49 -0.02  0.45  1.30   400  1.00
U[259,1]  0.06    0.04 0.72 -1.40 -0.41  0.06  0.51  1.42   319  1.00
U[259,2] -0.01    0.04 0.67 -1.31 -0.47  0.01  0.47  1.33   338  1.00
U[260,1]  0.01    0.04 0.70 -1.45 -0.42  0.05  0.48  1.45   361  1.00
U[260,2]  0.02    0.04 0.71 -1.44 -0.47  0.05  0.47  1.42   400  1.00
U[261,1] -0.04    0.04 0.67 -1.19 -0.48 -0.01  0.37  1.18   326  0.99
U[261,2]  0.07    0.04 0.70 -1.28 -0.38  0.06  0.58  1.50   296  1.00
U[262,1] -0.06    0.04 0.71 -1.49 -0.59 -0.08  0.37  1.30   392  1.00
U[262,2]  0.06    0.04 0.72 -1.33 -0.37  0.05  0.54  1.44   332  1.01
U[263,1] -0.02    0.04 0.71 -1.44 -0.50 -0.04  0.51  1.31   316  1.00
U[263,2] -0.10    0.05 0.70 -1.43 -0.54 -0.06  0.35  1.16   218  1.02
U[264,1] -0.01    0.04 0.73 -1.45 -0.54 -0.04  0.51  1.37   287  1.01
U[264,2]  0.07    0.04 0.71 -1.19 -0.41  0.05  0.51  1.46   274  1.00
U[265,1]  0.05    0.03 0.67 -1.32 -0.40  0.08  0.50  1.32   371  1.00
U[265,2] -0.06    0.04 0.71 -1.44 -0.55 -0.08  0.39  1.44   298  1.00
U[266,1]  0.04    0.04 0.75 -1.45 -0.43  0.01  0.51  1.61   339  1.00
U[266,2]  0.00    0.04 0.77 -1.63 -0.51  0.03  0.56  1.34   306  1.00
U[267,1]  0.06    0.04 0.74 -1.34 -0.48  0.10  0.56  1.54   337  1.00
U[267,2]  0.01    0.04 0.70 -1.28 -0.50  0.02  0.55  1.33   371  1.01
U[268,1]  0.07    0.03 0.66 -1.16 -0.40  0.07  0.52  1.27   400  1.00
U[268,2] -0.04    0.04 0.74 -1.47 -0.54 -0.02  0.45  1.34   400  1.00
U[269,1] -0.03    0.04 0.71 -1.38 -0.54 -0.02  0.47  1.34   361  1.00
U[269,2]  0.01    0.04 0.70 -1.36 -0.48  0.00  0.47  1.44   259  1.01
U[270,1]  0.01    0.05 0.72 -1.36 -0.56  0.05  0.48  1.39   195  1.00
U[270,2] -0.02    0.04 0.68 -1.33 -0.50 -0.04  0.47  1.42   270  1.01
U[271,1] -0.04    0.04 0.69 -1.46 -0.54 -0.03  0.47  1.26   331  1.00
U[271,2] -0.01    0.04 0.70 -1.36 -0.52 -0.03  0.51  1.20   316  1.01
U[272,1]  0.04    0.04 0.73 -1.31 -0.49  0.08  0.54  1.49   330  1.00
U[272,2]  0.05    0.04 0.70 -1.30 -0.45  0.05  0.51  1.36   314  0.99
U[273,1] -0.02    0.05 0.71 -1.38 -0.54 -0.02  0.45  1.45   171  1.00
U[273,2]  0.06    0.04 0.70 -1.38 -0.40  0.11  0.55  1.37   400  1.01
U[274,1]  0.02    0.04 0.69 -1.42 -0.40  0.04  0.47  1.35   308  1.01
U[274,2]  0.03    0.04 0.67 -1.13 -0.45  0.00  0.48  1.31   336  1.00
U[275,1]  0.04    0.06 0.77 -1.58 -0.43  0.07  0.59  1.41   181  1.02
U[275,2]  0.00    0.04 0.72 -1.24 -0.44  0.01  0.40  1.59   400  1.00
U[276,1]  0.01    0.04 0.72 -1.40 -0.43 -0.02  0.48  1.43   333  1.00
U[276,2]  0.01    0.03 0.65 -1.23 -0.43 -0.02  0.50  1.24   346  1.00
U[277,1] -0.08    0.04 0.73 -1.50 -0.58 -0.06  0.44  1.28   313  1.00
U[277,2] -0.05    0.04 0.72 -1.39 -0.54  0.01  0.46  1.35   337  1.01
U[278,1]  0.05    0.04 0.73 -1.51 -0.39  0.05  0.53  1.25   339  1.00
U[278,2] -0.01    0.04 0.71 -1.42 -0.51  0.04  0.42  1.43   318  1.01
U[279,1] -0.10    0.04 0.74 -1.49 -0.60 -0.10  0.36  1.49   277  0.99
U[279,2]  0.01    0.05 0.70 -1.21 -0.52  0.00  0.46  1.48   207  1.00
U[280,1]  0.01    0.04 0.73 -1.42 -0.46  0.00  0.48  1.38   400  0.99
U[280,2] -0.01    0.05 0.83 -1.66 -0.60  0.04  0.50  1.51   319  1.00
U[281,1]  0.02    0.04 0.66 -1.30 -0.44  0.05  0.50  1.19   277  0.99
U[281,2]  0.11    0.04 0.68 -1.09 -0.36  0.11  0.59  1.38   298  1.00
U[282,1]  0.02    0.04 0.69 -1.22 -0.47  0.04  0.45  1.37   300  1.01
U[282,2] -0.01    0.04 0.70 -1.34 -0.47  0.02  0.44  1.37   370  1.01
U[283,1] -0.02    0.04 0.71 -1.47 -0.48 -0.05  0.48  1.51   303  1.01
U[283,2]  0.04    0.04 0.73 -1.51 -0.45  0.09  0.49  1.52   400  1.00
U[284,1]  0.01    0.04 0.77 -1.53 -0.50  0.03  0.56  1.49   317  1.00
U[284,2]  0.01    0.04 0.69 -1.38 -0.49  0.02  0.46  1.40   280  1.00
U[285,1]  0.08    0.04 0.72 -1.25 -0.38  0.11  0.59  1.41   291  1.02
U[285,2]  0.06    0.04 0.77 -1.40 -0.51  0.14  0.64  1.41   313  1.01
U[286,1]  0.07    0.04 0.73 -1.32 -0.47  0.15  0.58  1.36   332  1.01
U[286,2]  0.06    0.04 0.69 -1.28 -0.38  0.09  0.51  1.34   355  1.01
U[287,1] -0.02    0.04 0.73 -1.48 -0.52 -0.02  0.48  1.51   264  1.00
U[287,2] -0.01    0.04 0.72 -1.40 -0.49  0.02  0.46  1.38   338  1.00
U[288,1]  0.00    0.04 0.72 -1.33 -0.54 -0.01  0.53  1.41   310  1.01
U[288,2]  0.08    0.04 0.68 -1.18 -0.36  0.05  0.51  1.45   283  0.99
U[289,1]  0.01    0.03 0.68 -1.21 -0.51  0.01  0.45  1.34   375  1.00
U[289,2]  0.01    0.04 0.71 -1.36 -0.47  0.03  0.48  1.38   342  1.01
U[290,1]  0.03    0.04 0.68 -1.15 -0.45  0.01  0.46  1.40   240  1.00
U[290,2]  0.03    0.05 0.76 -1.40 -0.49 -0.02  0.59  1.45   280  1.02
U[291,1] -0.04    0.04 0.73 -1.39 -0.54 -0.05  0.47  1.27   400  1.00
