r= 5 
Inference for Stan model: tensor2d_kron.
4 chains, each with iter=600; warmup=500; thin=1; 
U[135,4]  0.03    0.68 1.02 -1.52 -0.73 -0.04  0.69  1.95     2  3.17
U[135,5] -0.71    0.53 0.82 -2.33 -1.28 -0.72 -0.16  0.73     2  2.51
U[136,1] -0.13    0.43 0.72 -1.64 -0.57 -0.01  0.35  1.07     3  2.21
U[136,2]  0.08    0.68 1.03 -1.87 -0.69  0.20  0.78  1.84     2  2.59
U[136,3]  0.45    0.09 0.49 -0.43  0.05  0.41  0.84  1.37    33  1.09
U[136,4] -0.49    0.32 0.57 -1.75 -0.83 -0.39 -0.09  0.47     3  1.75
U[136,5]  0.21    0.46 0.73 -1.14 -0.32  0.22  0.79  1.51     2  2.27
U[137,1]  0.50    0.53 1.00 -1.06 -0.37  0.49  1.31  2.25     4  2.55
U[137,2] -0.17    0.92 1.37 -2.49 -1.35 -0.12  0.96  2.05     2  3.26
U[137,3]  0.10    0.49 0.84 -1.64 -0.26  0.26  0.71  1.43     3  1.94
U[137,4]  0.15    0.96 1.42 -2.48 -1.15  0.52  1.36  2.10     2  3.92
U[137,5]  1.15    0.68 1.02 -0.88  0.47  1.37  1.88  2.60     2  3.02
U[138,1]  0.19    0.73 1.10 -1.55 -0.65  0.09  0.79  2.28     2  3.11
U[138,2] -0.10    0.42 0.77 -1.37 -0.70 -0.16  0.50  1.49     3  1.92
U[138,3]  0.44    0.58 0.94 -1.53 -0.28  0.55  1.17  1.87     3  2.02
U[138,4] -0.74    0.71 1.06 -2.41 -1.60 -0.92  0.18  1.17     2  2.87
U[138,5]  0.78    0.36 0.65 -0.70  0.44  0.83  1.22  1.91     3  1.80
U[139,1] -0.09    0.99 1.45 -2.21 -1.50  0.12  1.29  1.92     2  4.15
U[139,2]  0.44    0.24 0.59 -0.82  0.06  0.47  0.86  1.47     6  1.35
U[139,3] -0.66    0.65 1.00 -2.30 -1.49 -0.73  0.20  1.08     2  2.59
U[139,4]  0.36    0.71 1.07 -1.41 -0.62  0.38  1.37  2.05     2  2.84
U[139,5] -0.18    0.53 0.83 -1.51 -0.91 -0.18  0.51  1.24     2  2.45
U[140,1] -0.10    0.48 0.79 -1.46 -0.68 -0.21  0.35  1.48     3  1.90
U[140,2] -0.03    0.28 0.57 -1.12 -0.47 -0.01  0.40  1.00     4  1.41
U[140,3]  0.02    0.16 0.48 -0.84 -0.33  0.01  0.36  1.00     9  1.19
U[140,4]  0.10    0.26 0.56 -0.96 -0.27  0.14  0.49  1.17     5  1.35
U[140,5] -0.49    0.19 0.47 -1.36 -0.83 -0.49 -0.19  0.40     6  1.21
U[141,1] -0.20    0.33 0.63 -1.46 -0.59 -0.16  0.21  1.03     4  1.64
U[141,2]  0.08    0.63 0.97 -1.66 -0.60  0.04  0.85  1.87     2  2.45
U[141,3] -0.01    0.29 0.59 -1.05 -0.45 -0.08  0.37  1.27     4  1.43
U[141,4] -0.34    0.56 0.87 -1.57 -1.00 -0.57  0.27  1.45     2  2.34
U[141,5] -0.36    0.55 0.87 -1.80 -0.96 -0.51  0.25  1.50     3  2.11
U[142,1]  0.47    0.81 1.29 -1.51 -0.83  0.63  1.63  2.43     3  3.49
U[142,2] -0.03    0.90 1.35 -2.42 -1.22  0.21  1.01  2.05     2  3.16
U[142,3]  0.08    0.73 1.12 -2.15 -0.67  0.36  0.97  1.71     2  2.81
U[142,4]  0.24    0.95 1.40 -2.20 -1.00  0.45  1.42  2.27     2  3.91
U[142,5]  1.25    0.66 0.99 -0.66  0.47  1.51  2.06  2.60     2  2.87
U[143,1]  0.23    0.69 1.05 -2.04 -0.44  0.52  1.01  1.77     2  2.59
U[143,2] -0.01    0.50 0.81 -1.38 -0.67  0.00  0.67  1.47     3  1.95
U[143,3]  0.17    0.19 0.51 -0.73 -0.17  0.14  0.52  1.08     7  1.27
U[143,4] -0.46    0.50 0.83 -1.87 -1.05 -0.49  0.13  0.96     3  1.94
U[143,5]  0.93    0.37 0.67 -0.38  0.47  0.99  1.36  2.15     3  1.60
U[144,1]  0.30    0.37 0.70 -1.01 -0.19  0.28  0.62  1.81     4  1.91
U[144,2] -0.11    0.27 0.55 -1.27 -0.48 -0.06  0.32  0.81     4  1.56
U[144,3]  0.49    0.40 0.68 -0.70 -0.05  0.44  1.03  1.65     3  1.76
U[144,4] -0.28    0.72 1.08 -2.17 -1.17 -0.24  0.61  1.45     2  2.99
U[144,5]  0.89    0.36 0.62 -0.24  0.42  0.96  1.37  2.01     3  1.85
U[145,1] -0.59    0.52 0.97 -2.39 -1.28 -0.70  0.22  1.04     3  2.26
U[145,2]  0.43    0.67 1.05 -1.16 -0.54  0.23  1.39  2.09     2  2.49
U[145,3] -0.39    0.34 0.69 -1.75 -0.88 -0.40  0.11  0.94     4  1.53
U[145,4]  0.36    1.05 1.54 -2.33 -0.87  0.63  1.48  2.61     2  4.12
U[145,5] -1.70    0.44 0.74 -2.90 -2.25 -1.82 -1.12 -0.25     3  2.02
U[146,1] -0.32    0.19 0.61 -1.46 -0.74 -0.33  0.10  0.90    10  1.45
U[146,2]  0.14    0.45 0.75 -1.05 -0.45  0.05  0.63  1.75     3  1.96
U[146,3] -0.29    0.28 0.55 -1.28 -0.68 -0.26  0.09  0.78     4  1.50
U[146,4] -0.07    0.64 0.98 -1.78 -0.79 -0.22  0.63  1.86     2  2.49
U[146,5] -0.80    0.43 0.70 -2.11 -1.29 -0.89 -0.28  0.53     3  1.96
U[147,1] -0.26    0.25 0.62 -1.51 -0.69 -0.27  0.17  0.89     6  1.37
U[147,2]  0.08    0.32 0.60 -0.99 -0.36  0.04  0.50  1.28     4  1.56
U[147,3] -0.03    0.23 0.61 -1.22 -0.40 -0.02  0.34  1.14     7  1.22
U[147,4] -0.02    0.38 0.66 -1.16 -0.54 -0.06  0.49  1.21     3  1.65
U[147,5] -0.61    0.23 0.55 -1.64 -0.97 -0.63 -0.25  0.48     6  1.24
U[148,1]  0.12    0.23 0.51 -0.89 -0.22  0.11  0.45  1.19     5  1.39
U[148,2] -0.01    0.36 0.63 -1.04 -0.49 -0.09  0.46  1.19     3  1.62
U[148,3] -0.15    0.11 0.46 -1.09 -0.44 -0.16  0.17  0.71    19  1.13
U[148,4]  0.19    0.23 0.52 -0.85 -0.17  0.18  0.53  1.22     5  1.26
U[148,5]  0.02    0.20 0.45 -0.84 -0.29  0.03  0.33  0.89     5  1.28
U[149,1] -0.19    0.17 0.47 -1.17 -0.49 -0.17  0.13  0.73     8  1.30
U[149,2]  0.12    0.24 0.53 -0.84 -0.23  0.10  0.46  1.21     5  1.34
U[149,3] -0.09    0.18 0.50 -1.09 -0.39 -0.08  0.25  0.90     7  1.18
U[149,4] -0.01    0.38 0.67 -1.12 -0.53 -0.06  0.47  1.26     3  1.68
U[149,5] -0.39    0.28 0.53 -1.38 -0.74 -0.41 -0.03  0.63     4  1.52
U[150,1] -0.08    0.23 0.53 -1.08 -0.44 -0.07  0.31  0.81     5  1.38
U[150,2]  0.03    0.14 0.47 -0.79 -0.32  0.02  0.34  1.03    11  1.13
U[150,3]  0.08    0.07 0.48 -0.87 -0.27  0.09  0.42  1.02    42  1.10
U[150,4]  0.05    0.20 0.49 -1.00 -0.27  0.03  0.37  1.03     6  1.22
U[150,5] -0.32    0.08 0.44 -1.12 -0.64 -0.32  0.01  0.47    33  1.07
U[151,1]  0.01    0.31 0.53 -0.92 -0.40 -0.01  0.46  1.00     3  1.76
U[151,2]  0.00    0.11 0.42 -0.78 -0.30  0.02  0.25  0.83    15  1.10
U[151,3] -0.26    0.24 0.49 -1.22 -0.59 -0.27  0.06  0.75     4  1.33
U[151,4]  0.19    0.26 0.51 -0.79 -0.17  0.23  0.55  1.09     4  1.47
U[151,5] -0.34    0.15 0.39 -1.04 -0.60 -0.39 -0.09  0.48     7  1.22
U[152,1] -0.35    0.44 0.81 -1.96 -0.98 -0.29  0.31  0.94     3  2.15
U[152,2]  0.14    0.64 0.98 -1.39 -0.59  0.10  0.94  2.07     2  2.52
U[152,3] -0.02    0.40 0.72 -1.30 -0.53 -0.04  0.47  1.36     3  1.55
U[152,4] -0.21    0.58 0.90 -1.63 -0.94 -0.30  0.57  1.42     2  2.33
U[152,5] -0.70    0.48 0.76 -1.85 -1.28 -0.83 -0.12  0.79     3  2.12
U[153,1]  0.11    0.30 0.58 -1.00 -0.33  0.13  0.51  1.12     4  1.46
U[153,2]  0.02    0.17 0.51 -1.06 -0.29  0.04  0.35  0.96     9  1.13
U[153,3] -0.02    0.19 0.50 -1.02 -0.40 -0.01  0.35  0.91     7  1.23
U[153,4]  0.00    0.20 0.52 -1.00 -0.34 -0.01  0.35  1.03     7  1.21
U[153,5]  0.33    0.12 0.42 -0.39  0.00  0.29  0.61  1.16    12  1.09
U[154,1]  0.09    0.22 0.54 -0.93 -0.29  0.09  0.48  1.09     6  1.36
U[154,2] -0.01    0.34 0.66 -1.41 -0.47  0.01  0.48  1.09     4  1.44
U[154,3] -0.08    0.24 0.55 -1.36 -0.42 -0.04  0.27  0.98     5  1.28
U[154,4]  0.14    0.27 0.54 -0.92 -0.21  0.18  0.52  1.17     4  1.44
U[154,5]  0.19    0.30 0.57 -0.98 -0.19  0.26  0.58  1.20     4  1.42
U[155,1] -0.26    0.17 0.50 -1.20 -0.63 -0.26  0.08  0.70     9  1.24
U[155,2]  0.06    0.36 0.65 -1.13 -0.37  0.07  0.47  1.41     3  1.55
U[155,3] -0.17    0.35 0.67 -1.24 -0.63 -0.27  0.21  1.49     4  1.54
U[155,4]  0.07    0.41 0.69 -1.04 -0.46  0.02  0.58  1.46     3  1.83
U[155,5] -0.46    0.26 0.52 -1.36 -0.83 -0.50 -0.10  0.60     4  1.36
U[156,1]  0.27    0.38 0.68 -0.85 -0.28  0.24  0.74  1.67     3  1.82
U[156,2] -0.15    0.32 0.59 -1.11 -0.62 -0.16  0.31  1.03     3  1.64
U[156,3]  0.23    0.13 0.47 -0.72 -0.06  0.23  0.56  1.07    14  1.14
U[156,4] -0.48    0.50 0.80 -1.63 -1.06 -0.74 -0.01  1.22     3  2.22
U[156,5]  0.92    0.13 0.46 -0.03  0.60  0.93  1.22  1.76    12  1.24
U[157,1]  0.49    0.77 1.21 -1.93 -0.22  0.77  1.43  2.22     2  2.66
U[157,2] -0.06    0.54 0.90 -1.47 -0.78 -0.29  0.69  1.74     3  2.00
U[157,3]  0.48    0.23 0.57 -0.52  0.08  0.44  0.86  1.61     6  1.29
U[157,4] -0.59    0.76 1.15 -2.01 -1.43 -1.05  0.22  1.85     2  2.92
U[157,5]  1.70    0.14 0.47  0.72  1.38  1.75  2.01  2.51    11  1.21
U[158,1]  0.09    0.62 0.95 -1.53 -0.77  0.26  0.90  1.57     2  2.46
U[158,2]  0.02    0.21 0.53 -1.03 -0.36  0.07  0.39  0.96     7  1.18
U[158,3] -0.20    0.35 0.65 -1.28 -0.71 -0.26  0.23  1.15     3  1.55
U[158,4] -0.03    0.33 0.63 -1.20 -0.46  0.02  0.44  1.04     4  1.53
U[158,5]  0.05    0.22 0.51 -0.96 -0.29  0.09  0.42  0.95     5  1.26
U[159,1]  0.04    0.40 0.69 -1.20 -0.49  0.02  0.59  1.27     3  1.76
U[159,2] -0.23    0.15 0.46 -1.09 -0.52 -0.26  0.08  0.70     9  1.12
U[159,3]  0.23    0.22 0.52 -0.83 -0.10  0.24  0.58  1.12     5  1.26
U[159,4] -0.04    0.29 0.56 -1.23 -0.41 -0.05  0.36  0.96     4  1.44
U[159,5] -0.18    0.31 0.59 -1.24 -0.58 -0.21  0.22  1.00     4  1.49
U[160,1]  0.11    0.22 0.51 -0.92 -0.20  0.11  0.44  1.07     5  1.25
U[160,2] -0.04    0.28 0.56 -1.03 -0.45 -0.05  0.35  1.16     4  1.39
U[160,3]  0.05    0.09 0.44 -0.79 -0.27  0.06  0.38  0.84    26  1.09
U[160,4]  0.09    0.25 0.58 -1.00 -0.29  0.06  0.52  1.19     5  1.26
U[160,5]  0.04    0.23 0.51 -0.91 -0.31  0.04  0.39  1.06     5  1.28
U[161,1] -0.06    0.14 0.50 -1.03 -0.41 -0.04  0.29  0.90    12  1.15
U[161,2] -0.10    0.05 0.47 -1.10 -0.42 -0.10  0.24  0.69    88  1.05
U[161,3]  0.03    0.05 0.47 -0.87 -0.28  0.02  0.34  0.97   107  1.04
U[161,4] -0.11    0.06 0.46 -0.94 -0.45 -0.10  0.21  0.74    60  1.06
U[161,5]  0.04    0.07 0.48 -0.91 -0.28  0.03  0.35  0.93    50  1.06
U[162,1]  0.20    0.59 0.97 -1.59 -0.58  0.35  0.96  1.72     3  2.30
U[162,2]  0.00    0.39 0.68 -1.26 -0.51  0.01  0.49  1.27     3  1.62
U[162,3]  0.12    0.20 0.51 -0.81 -0.22  0.10  0.47  1.11     7  1.25
U[162,4] -0.14    0.43 0.72 -1.36 -0.63 -0.16  0.36  1.24     3  1.88
U[162,5]  0.86    0.17 0.48  0.04  0.51  0.83  1.17  1.92     8  1.19
U[163,1]  0.07    0.36 0.64 -1.28 -0.37  0.20  0.53  1.18     3  1.61
U[163,2]  0.15    0.29 0.58 -0.99 -0.27  0.11  0.54  1.30     4  1.41
U[163,3]  0.09    0.05 0.49 -0.79 -0.26  0.06  0.44  1.02    90  1.04
U[163,4] -0.22    0.16 0.48 -1.13 -0.53 -0.23  0.08  0.69     9  1.15
U[163,5]  0.36    0.22 0.49 -0.56  0.03  0.39  0.67  1.29     5  1.28
U[164,1] -0.36    1.07 1.59 -2.52 -1.63 -0.84  1.35  2.41     2  3.88
U[164,2]  0.03    0.57 0.90 -1.75 -0.62  0.14  0.71  1.45     3  2.27
U[164,3] -0.15    0.45 0.80 -1.72 -0.80 -0.03  0.44  1.20     3  1.93
U[164,4]  0.21    0.68 1.05 -1.54 -0.69  0.22  1.10  1.97     2  2.69
U[164,5] -1.35    0.29 0.56 -2.45 -1.78 -1.29 -0.96 -0.35     4  1.52
U[165,1] -0.14    0.33 0.61 -1.21 -0.56 -0.13  0.30  1.05     3  1.57
U[165,2]  0.13    0.52 0.83 -1.35 -0.51  0.13  0.75  1.61     3  2.11
U[165,3]  0.16    0.23 0.56 -0.89 -0.23  0.15  0.52  1.42     6  1.28
U[165,4] -0.40    0.36 0.65 -1.61 -0.87 -0.43  0.09  0.81     3  1.53
U[165,5]  0.15    0.42 0.71 -1.15 -0.35  0.16  0.63  1.43     3  1.82
U[166,1]  0.28    0.39 0.71 -1.16 -0.14  0.35  0.77  1.52     3  1.76
U[166,2]  0.01    0.30 0.58 -0.98 -0.39 -0.07  0.39  1.19     4  1.54
U[166,3]  0.23    0.15 0.50 -0.76 -0.14  0.22  0.61  1.10    11  1.15
U[166,4] -0.26    0.41 0.68 -1.38 -0.74 -0.38  0.20  1.19     3  1.81
U[166,5]  0.92    0.05 0.44  0.10  0.64  0.91  1.22  1.78    66  1.07
U[167,1]  0.21    0.42 0.77 -1.31 -0.31  0.27  0.76  1.50     3  1.68
U[167,2] -0.04    0.31 0.62 -1.13 -0.50 -0.07  0.44  1.17     4  1.42
U[167,3]  0.12    0.18 0.51 -0.90 -0.21  0.12  0.44  1.13     8  1.20
U[167,4] -0.07    0.42 0.72 -1.29 -0.59 -0.11  0.48  1.36     3  1.75
U[167,5]  0.67    0.15 0.49 -0.30  0.30  0.67  0.99  1.60    11  1.12
U[168,1]  0.30    0.85 1.29 -1.99 -0.87  0.67  1.32  2.13     2  3.26
U[168,2]  0.02    0.47 0.80 -1.37 -0.57 -0.06  0.53  1.90     3  1.80
U[168,3]  0.11    0.47 0.83 -1.52 -0.48  0.16  0.78  1.56     3  1.78
U[168,4] -0.19    0.54 0.86 -1.59 -0.87 -0.32  0.47  1.53     3  2.06
U[168,5]  1.27    0.24 0.51  0.38  0.88  1.26  1.62  2.23     4  1.33
U[169,1]  0.36    0.58 0.93 -1.59 -0.44  0.59  1.06  1.69     3  2.42
U[169,2] -0.06    0.39 0.70 -1.41 -0.61 -0.02  0.43  1.29     3  1.67
U[169,3]  0.19    0.27 0.59 -1.08 -0.19  0.22  0.59  1.27     5  1.41
U[169,4] -0.17    0.58 0.92 -1.64 -0.91 -0.34  0.46  1.58     2  2.20
U[169,5]  1.06    0.14 0.46  0.12  0.74  1.07  1.37  1.89    11  1.16
U[170,1] -0.31    0.86 1.31 -2.10 -1.30 -0.67  0.88  2.23     2  3.37
U[170,2]  0.10    0.50 0.82 -1.54 -0.40  0.21  0.66  1.55     3  1.98
U[170,3] -0.26    0.35 0.68 -1.56 -0.81 -0.22  0.27  0.99     4  1.55
U[170,4]  0.38    0.64 0.99 -1.45 -0.40  0.59  1.13  2.10     2  2.43
U[170,5] -1.32    0.18 0.47 -2.28 -1.64 -1.30 -1.01 -0.33     7  1.18
U[171,1] -0.07    0.06 0.44 -0.91 -0.37 -0.07  0.27  0.71    45  1.10
U[171,2]  0.02    0.20 0.48 -0.97 -0.30 -0.01  0.37  0.92     6  1.22
U[171,3] -0.07    0.16 0.48 -0.96 -0.40 -0.08  0.26  0.82     9  1.16
U[171,4] -0.04    0.23 0.53 -1.03 -0.39 -0.06  0.31  1.00     5  1.25
U[171,5] -0.17    0.22 0.53 -1.13 -0.55 -0.19  0.25  0.82     6  1.20
U[172,1] -0.12    0.05 0.48 -1.14 -0.43 -0.08  0.20  0.75   113  1.08
U[172,2]  0.10    0.16 0.51 -0.87 -0.27  0.06  0.46  1.14    10  1.13
U[172,3] -0.16    0.07 0.46 -1.10 -0.46 -0.18  0.15  0.76    41  1.06
U[172,4]  0.18    0.25 0.54 -0.95 -0.17  0.22  0.55  1.25     5  1.26
U[172,5] -0.40    0.09 0.44 -1.23 -0.67 -0.39 -0.11  0.48    26  1.08
U[173,1]  0.67    1.74 2.58 -3.75 -1.73  1.69  2.87  3.98     2  5.10
U[173,2]  0.08    0.95 1.41 -1.97 -1.06 -0.21  1.28  2.70     2  3.00
U[173,3]  0.33    0.81 1.31 -1.69 -0.73  0.11  1.44  2.68     3  2.39
U[173,4] -0.38    1.08 1.60 -2.70 -1.83 -0.71  1.21  2.20     2  3.66
U[173,5]  2.55    0.49 0.83  1.15  1.94  2.37  3.09  4.21     3  1.88
U[174,1] -0.21    0.33 0.66 -1.38 -0.70 -0.23  0.25  1.12     4  1.49
U[174,2]  0.02    0.29 0.57 -1.03 -0.36  0.01  0.42  1.10     4  1.39
U[174,3] -0.19    0.20 0.56 -1.28 -0.55 -0.21  0.15  0.91     8  1.15
U[174,4]  0.18    0.36 0.67 -1.22 -0.28  0.29  0.65  1.32     3  1.60
U[174,5] -0.77    0.04 0.44 -1.58 -1.09 -0.75 -0.48  0.01   120  1.04
U[175,1]  0.82    1.56 2.39 -3.25 -1.68  1.81  2.83  3.63     2  4.59
U[175,2] -0.15    1.22 1.81 -2.94 -1.82 -0.10  1.50  2.56     2  3.60
U[175,3]  0.36    0.87 1.37 -2.01 -0.74  0.38  1.51  2.51     3  2.56
U[175,4] -0.27    1.43 2.09 -3.31 -2.11 -0.46  1.69  3.02     2  4.35
U[175,5]  2.68    0.62 0.98  0.87  1.95  2.82  3.44  4.32     2  2.18
U[176,1] -0.06    0.07 0.43 -0.93 -0.35 -0.07  0.26  0.77    35  1.08
U[176,2]  0.06    0.04 0.45 -0.81 -0.26  0.04  0.33  1.00   107  1.03
U[176,3] -0.03    0.04 0.41 -0.75 -0.35 -0.04  0.22  0.82   136  1.01
U[176,4] -0.04    0.04 0.45 -0.77 -0.32 -0.08  0.25  0.90   166  1.05
U[176,5] -0.19    0.04 0.46 -1.06 -0.50 -0.20  0.12  0.63   108  1.03
U[177,1]  0.36    0.58 0.97 -1.42 -0.34  0.54  1.10  1.86     3  2.25
U[177,2] -0.10    0.45 0.75 -1.44 -0.67 -0.18  0.44  1.40     3  1.80
U[177,3]  0.32    0.28 0.63 -0.81 -0.14  0.33  0.77  1.53     5  1.41
U[177,4] -0.43    0.59 0.94 -1.74 -1.16 -0.67  0.20  1.42     3  2.21
U[177,5]  1.37    0.08 0.43  0.57  1.10  1.41  1.62  2.21    28  1.11
U[178,1] -0.04    0.06 0.48 -0.90 -0.39 -0.07  0.26  1.02    56  1.07
U[178,2]  0.06    0.07 0.47 -0.93 -0.26  0.05  0.38  0.95    49  1.08
U[178,3] -0.08    0.03 0.42 -0.89 -0.35 -0.10  0.18  0.73   154  1.01
U[178,4]  0.02    0.13 0.45 -0.85 -0.29  0.02  0.32  0.87    12  1.12
U[178,5] -0.20    0.07 0.41 -0.97 -0.50 -0.22  0.10  0.56    38  1.07
U[179,1] -0.06    0.26 0.57 -1.14 -0.46 -0.07  0.34  1.04     5  1.40
U[179,2]  0.03    0.19 0.52 -1.03 -0.31  0.05  0.40  1.05     7  1.24
U[179,3] -0.01    0.04 0.44 -0.85 -0.34 -0.03  0.31  0.91   104  1.06
U[179,4] -0.21    0.15 0.45 -1.12 -0.52 -0.22  0.08  0.63     9  1.18
U[179,5]  0.36    0.10 0.48 -0.60  0.07  0.42  0.67  1.19    24  1.09
U[180,1]  0.10    0.08 0.49 -0.82 -0.20  0.06  0.45  1.09    40  1.09
U[180,2] -0.06    0.14 0.49 -0.97 -0.38 -0.07  0.24  1.00    13  1.14
U[180,3]  0.15    0.04 0.44 -0.65 -0.12  0.16  0.42  1.00   108  1.04
U[180,4] -0.13    0.29 0.60 -1.35 -0.53 -0.10  0.27  0.96     4  1.43
U[180,5]  0.27    0.06 0.44 -0.64 -0.05  0.29  0.56  1.12    51  1.08
U[181,1] -0.24    0.24 0.57 -1.23 -0.63 -0.29  0.14  1.05     6  1.30
U[181,2] -0.01    0.20 0.58 -1.27 -0.37  0.01  0.38  1.04     9  1.14
U[181,3] -0.14    0.21 0.52 -1.07 -0.50 -0.13  0.19  0.88     6  1.24
U[181,4]  0.11    0.34 0.64 -1.10 -0.31  0.13  0.61  1.24     3  1.49
U[181,5] -0.65    0.04 0.42 -1.41 -0.96 -0.66 -0.37  0.17   139  1.02
U[182,1] -0.44    1.05 1.59 -2.55 -1.65 -0.99  0.94  2.51     2  3.70
U[182,2] -0.02    0.61 0.98 -2.01 -0.69  0.10  0.65  1.67     3  2.16
U[182,3] -0.36    0.47 0.83 -1.94 -1.00 -0.34  0.28  1.11     3  1.85
U[182,4]  0.47    0.74 1.14 -1.58 -0.47  0.71  1.45  2.08     2  2.55
U[182,5] -1.82    0.24 0.58 -3.10 -2.21 -1.77 -1.42 -0.79     6  1.26
U[183,1]  0.07    0.17 0.51 -0.87 -0.32  0.06  0.48  1.04     9  1.23
U[183,2] -0.01    0.07 0.48 -0.89 -0.34  0.00  0.30  0.89    53  1.09
U[183,3] -0.04    0.07 0.47 -0.96 -0.35 -0.01  0.25  0.86    47  1.09
U[183,4] -0.07    0.09 0.47 -0.94 -0.39 -0.08  0.28  0.82    29  1.10
U[183,5]  0.18    0.04 0.41 -0.66 -0.11  0.20  0.46  0.99   131  1.03
U[184,1]  0.26    0.70 1.12 -2.05 -0.65  0.60  1.08  2.01     3  2.57
U[184,2]  0.00    0.44 0.73 -1.25 -0.58 -0.10  0.56  1.39     3  1.85
U[184,3]  0.20    0.29 0.61 -0.95 -0.17  0.18  0.64  1.30     4  1.41
U[184,4] -0.39    0.55 0.89 -1.78 -1.10 -0.52  0.31  1.27     3  2.09
U[184,5]  1.36    0.14 0.48  0.34  1.06  1.41  1.69  2.17    11  1.12
U[185,1]  0.04    0.26 0.58 -1.03 -0.37  0.03  0.46  1.16     5  1.29
U[185,2]  0.06    0.16 0.46 -0.84 -0.26  0.07  0.39  0.96     8  1.15
U[185,3]  0.02    0.04 0.44 -0.81 -0.27  0.03  0.32  0.99   133  1.08
U[185,4] -0.01    0.12 0.48 -1.01 -0.32 -0.04  0.32  0.96    17  1.10
U[185,5]  0.38    0.06 0.44 -0.44  0.07  0.41  0.67  1.24    56  1.08
U[186,1] -0.38    0.75 1.22 -2.05 -1.37 -0.73  0.60  2.05     3  2.55
U[186,2]  0.04    0.55 0.88 -1.63 -0.66  0.16  0.75  1.45     3  2.15
U[186,3] -0.24    0.39 0.72 -1.61 -0.79 -0.31  0.27  1.18     3  1.63
U[186,4]  0.25    0.62 0.97 -1.43 -0.65  0.39  1.06  1.97     2  2.29
U[186,5] -1.39    0.23 0.54 -2.50 -1.72 -1.37 -1.03 -0.21     6  1.26
U[187,1] -0.30    0.40 0.71 -1.43 -0.84 -0.43  0.30  1.01     3  1.81
U[187,2]  0.04    0.32 0.61 -1.04 -0.42 -0.02  0.45  1.29     4  1.48
U[187,3] -0.19    0.23 0.59 -1.30 -0.60 -0.18  0.24  0.90     6  1.21
U[187,4]  0.11    0.47 0.78 -1.41 -0.42  0.14  0.67  1.56     3  1.82
U[187,5] -0.78    0.21 0.52 -1.83 -1.12 -0.75 -0.39  0.20     6  1.19
U[188,1]  0.07    0.06 0.49 -0.91 -0.22  0.06  0.38  1.07    61  1.03
U[188,2] -0.01    0.09 0.49 -0.95 -0.34  0.01  0.31  0.92    33  1.07
U[188,3]  0.02    0.04 0.44 -0.91 -0.27  0.01  0.28  0.87   123  1.00
U[188,4] -0.06    0.05 0.50 -0.99 -0.42 -0.07  0.30  0.85   108  1.05
U[188,5]  0.22    0.04 0.46 -0.69 -0.10  0.24  0.52  1.06   155  1.02
U[189,1]  0.06    0.20 0.50 -0.83 -0.30 -0.03  0.42  1.06     6  1.21
U[189,2]  0.02    0.10 0.46 -0.95 -0.25  0.02  0.33  0.86    21  1.07
U[189,3] -0.01    0.07 0.47 -1.02 -0.32  0.01  0.34  0.75    50  1.08
U[189,4] -0.23    0.05 0.46 -1.12 -0.56 -0.23  0.11  0.64    80  1.06
U[189,5]  0.38    0.12 0.41 -0.42  0.09  0.42  0.65  1.17    12  1.13
U[190,1]  0.03    0.04 0.43 -0.85 -0.22  0.07  0.30  0.86   133  1.02
U[190,2] -0.05    0.04 0.44 -0.90 -0.35 -0.04  0.27  0.78   129  1.01
U[190,3] -0.01    0.04 0.45 -1.01 -0.27  0.03  0.27  0.90   134  1.04
U[190,4] -0.08    0.03 0.45 -0.96 -0.40 -0.08  0.22  0.83   171  1.01
U[190,5]  0.03    0.04 0.42 -0.75 -0.21  0.02  0.27  0.91   100  1.05
U[191,1]  0.23    0.28 0.58 -0.95 -0.12  0.31  0.63  1.19     4  1.44
U[191,2] -0.08    0.25 0.55 -1.09 -0.49 -0.14  0.32  1.00     5  1.30
U[191,3]  0.20    0.14 0.49 -0.70 -0.14  0.20  0.52  1.15    12  1.16
U[191,4] -0.18    0.29 0.62 -1.34 -0.59 -0.16  0.18  0.98     4  1.38
U[191,5]  0.65    0.04 0.43 -0.16  0.33  0.67  0.95  1.42   130  1.02
U[192,1]  0.18    0.39 0.73 -1.36 -0.31  0.25  0.72  1.39     3  1.62
U[192,2] -0.05    0.26 0.57 -1.10 -0.48 -0.06  0.36  1.05     5  1.36
U[192,3]  0.12    0.19 0.50 -0.80 -0.27  0.12  0.49  0.98     7  1.25
U[192,4] -0.13    0.31 0.63 -1.29 -0.59 -0.16  0.29  1.05     4  1.42
U[192,5]  0.52    0.08 0.49 -0.48  0.19  0.50  0.83  1.49    40  1.07
U[193,1] -0.30    0.57 0.94 -1.72 -1.04 -0.50  0.36  1.59     3  2.27
U[193,2]  0.03    0.42 0.71 -1.37 -0.47  0.10  0.55  1.33     3  1.74
U[193,3] -0.17    0.29 0.62 -1.35 -0.58 -0.17  0.27  0.91     5  1.32
U[193,4]  0.22    0.50 0.81 -1.38 -0.45  0.37  0.84  1.45     3  2.01
U[193,5] -1.05    0.18 0.52 -2.03 -1.40 -1.03 -0.70 -0.07     8  1.19
U[194,1]  0.02    0.05 0.50 -0.93 -0.32  0.04  0.35  0.97    87  1.03
U[194,2] -0.04    0.04 0.44 -1.00 -0.33 -0.04  0.27  0.81   152  1.02
